"title","company","description","stipend","requirements","contact_method","label"
"Easy Copy-Paste Job","ProStart Global","Urgent hiring for online typing jobs! Salary ₹60,000/month. Small registration fee of ₹999 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹60,000/month","Class 10 pass or above","WhatsApp group link","1"
"DevOps Intern","Meesho","We have an opening for a DevOps Intern in our R&D division. You will work on cutting-edge real-time data pipelines projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in Azure and PyTorch required.","₹5,000/month","B.Tech/M.Tech student in Information Technology with knowledge of Azure, PyTorch, and Kafka. CGPA 7.0 or above preferred.","recruitment@company.com","0"
"Machine Learning Intern","Nykaa","Join our Research team as a Machine Learning Intern. During this 2-month internship, you will design, develop, and test features for our web platform. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹8,000/month","Graduate or postgraduate in Statistics. Experience with Java preferred. Ability to work in a team and meet deadlines.","Apply via company careers portal","0"
"Technical Writer Intern","Microsoft India","We have an opening for a Technical Writer Intern in our R&D division. You will work on cutting-edge digital marketing campaigns projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in GCP and Docker required.","₹11,000/month","B.Tech/M.Tech student in Mechanical Engineering with knowledge of GCP, Docker, and Django. CGPA 7.0 or above preferred.","Company official website","0"
"Telegram Channel Manager","RapidGrowth Inc","Hiring interns for social media work. Stipend ₹50,000/month. To reserve your seat, pay ₹1,999 enrollment fee via UPI. Limited spots available – hurry up!","₹50,000/month","Freshers only","Send DM on Instagram","1"
"Marketing Analytics Intern","Byju's","We are seeking a Marketing Analytics Intern for a 2-month internship in our Delhi NCR office. You will assist in e-commerce platforms, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹25,000/month","B.Tech/M.Tech student in Electrical Engineering with knowledge of AWS, Angular, and Python. CGPA 7.0 or above preferred.","Apply on AngelList","0"
"Backend Developer Intern","KPMG India","We are hiring a Backend Developer Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using Java and GraphQL. A strong portfolio demonstrating your design thinking process is required.","₹15,000/month","Graduate or postgraduate in Design. Experience with Java preferred. Ability to work in a team and meet deadlines.","Company official website","0"
"IoT Intern","Razorpay","Seeking a IoT Intern for a 4-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with Figma and Flask in a fast-paced environment.","₹12,000/month","Final year or pre-final year student in Statistics. Must know Figma and Flask. Excellent communication skills required.","Apply through campus placement cell","0"
"Data Science Intern","ISRO","We have an opening for a Data Science Intern in our R&D division. You will work on cutting-edge real-time data pipelines projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in GraphQL and AWS required.","₹22,000/month","Pursuing B.Tech/BCA/MCA in Statistics. Hands-on experience with GraphQL and AWS. Strong analytical thinking.","hr@company.com","0"
"Social Media Promoter","CareerBoost Academy","Exciting MLM business internship! Invest ₹199 and start earning through our multi-level referral program. Top earners make ₹30,000/month. Be your own boss!","₹30,000/month","Smartphone with internet connection","Send DM on Instagram","1"
"Human Resources Intern","Google India","Looking for a Human Resources Intern to support our Marketing team. The intern will help with logistics and supply chain, coordinate with internal teams, and contribute to process improvements. Duration: 3 months with a monthly stipend.","₹15,000/month","Currently pursuing B.Tech/B.E. in Statistics. Proficiency in Swift and MATLAB. Good problem-solving skills.","University placement portal","0"
"Software Engineering Intern","PwC India","We have an opening for a Software Engineering Intern in our R&D division. You will work on cutting-edge customer experience projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in React Native and Flask required.","₹5,000/month","Pursuing B.Tech/BCA/MCA in Information Technology. Hands-on experience with React Native and Flask. Strong analytical thinking.","hiring@company.com","0"
"Mobile App Testing Intern (No Skills Needed)","DreamJob Services","Earn ₹40,000 per month working just 1 hour daily! Our AI-powered platform assigns tasks automatically. No skills required. Pay ₹5,000 for platform access and start earning today.","₹40,000/month","Anyone can apply","WhatsApp/Telegram","1"
"Part-Time SMS Sending Job","ZenithPlacement Services","Internship available. Work from home. Earn well. Contact us on WhatsApp for more details. Stipend ₹30,000/month. Small fee of ₹299 for registration. Hurry, spots filling fast!","₹30,000/month","Must have UPI or bank account","Telegram group","1"
"Financial Analyst Intern","JP Morgan India","We have an opening for a Financial Analyst Intern in our R&D division. You will work on cutting-edge computer vision projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in Adobe XD and Swift required.","₹16,000/month","Final year or pre-final year student in Electrical Engineering. Must know Adobe XD and Swift. Excellent communication skills required.","University placement portal","0"
"Part-Time SMS Sending Job","CareerBoost Academy","Work from anywhere in the world and earn ₹40,000/month. We provide all equipment and training. Just pay ₹199 for shipping of your work kit. Start within 48 hours of payment.","₹40,000/month","No resume or interview needed","WhatsApp group link","1"
"Video Editing Intern","Google India","We are seeking a Video Editing Intern for a 2-month internship in our Mumbai office. You will assist in autonomous systems, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹25,000/month","B.Sc/M.Sc in Electronics. Research experience in Flutter is preferred. Strong written and verbal communication.","Apply on AngelList","0"
"Supply Chain Intern","Mahindra & Mahindra","As a Supply Chain Intern at Mahindra & Mahindra, you will work on building scalable solutions using C++ and REST APIs. This is a 6-month program with mentorship from industry experts. Top performers may receive a pre-placement offer.","₹15,000/month","Final year or pre-final year student in Electronics. Must know C++ and REST APIs. Excellent communication skills required.","recruitment@company.com","0"
"Business Analyst Intern","Reliance Jio","Exciting internship opportunity as a Business Analyst Intern! Work on financial modeling with our research team. You will develop prototypes, analyze results, and present findings. This 3-month program is ideal for students passionate about innovation.","₹12,000/month","Engineering student with knowledge of Flutter, Angular. Available for full-time internship of 3-6 months.","LinkedIn application","0"
"Quality Assurance Intern","Zomato","Join us as a Quality Assurance Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on healthcare analytics. Proficiency in Airflow and MongoDB is essential. Duration: 6 months.","₹9,000/month","Graduate or postgraduate in Data Science. Experience with Airflow preferred. Ability to work in a team and meet deadlines.","Apply through campus placement cell","0"
"Online Ad Posting Intern","GlobalTech Solutions Pvt Ltd","Great opportunity for students! Earn ₹80,000/month. Work is simple and can be done on mobile phone. Pay ₹500 to join. We have placed 10000+ students in top companies.","₹80,000/month","Age 16 and above","Telegram group","1"
"Technical Writer Intern","Dunzo","We are looking for a motivated Technical Writer Intern to join our engineering team for a 3-month internship. You will work on risk assessment projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in MATLAB and Django are expected.","₹20,000/month","Graduate or postgraduate in Mass Communication. Experience with MATLAB preferred. Ability to work in a team and meet deadlines.","Apply on AngelList","0"
"Social Media Promoter","SmartEarn Technologies","Urgent hiring for online typing jobs! Salary ₹60,000/month. Small registration fee of ₹500 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹60,000/month","No skills required – training provided","Telegram channel","1"
"Software Engineering Intern","Siemens India","We are looking for a Software Engineering Intern to work on data analysis and visualization projects. You will use Tableau and Node.js to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 4 months.","₹14,000/month","Pursuing B.Tech/BCA/MCA in Electronics. Hands-on experience with Tableau and Node.js. Strong analytical thinking.","University placement portal","0"
"Software Engineering Intern","Mahindra & Mahindra","Exciting internship opportunity as a Software Engineering Intern! Work on fintech solutions with our research team. You will develop prototypes, analyze results, and present findings. This 4-month program is ideal for students passionate about innovation.","₹7,000/month","B.Sc/M.Sc in Data Science. Research experience in Illustrator is preferred. Strong written and verbal communication.","Company official website","0"
"Quality Assurance Intern","PhonePe","We are hiring a Quality Assurance Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using Django and MongoDB. A strong portfolio demonstrating your design thinking process is required.","₹15,000/month","Engineering student with knowledge of Django, MongoDB. Available for full-time internship of 3-6 months.","talent@company.com","0"
"Survey Filling Executive","FastTrack Careers","Urgent hiring for online typing jobs! Salary ₹100,000/month. Small registration fee of ₹299 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹100,000/month","No resume or interview needed","WhatsApp only","1"
"Research Intern – NLP","HCL Technologies","As a Research Intern – NLP at HCL Technologies, you will work on building scalable solutions using scikit-learn and C++. This is a 6-month program with mentorship from industry experts. Top performers may receive a pre-placement offer.","₹5,000/month","B.Sc/M.Sc in Statistics. Research experience in scikit-learn is preferred. Strong written and verbal communication.","LinkedIn application","0"
"Instagram Influencer Intern","TopNotch Placements","Exciting MLM business internship! Invest ₹999 and start earning through our multi-level referral program. Top earners make ₹30,000/month. Be your own boss!","₹30,000/month","Age 16 and above","SMS only","1"
"Referral Program Coordinator","GoldenGate Careers","Make ₹30,000/month with our automated earning system! Simply install our app, complete daily tasks, and withdraw earnings instantly. Registration fee ₹5,000 applicable.","₹30,000/month","No experience needed","Call on personal mobile","1"
"Simple Form Filling Job","BrightFuture Placements","LIMITED TIME OFFER: Paid internship with ₹100,000/month stipend. This opportunity won't come again! Apply before midnight today. Fee ₹5,000 for processing. Act fast!","₹100,000/month","Ability to use WhatsApp","Call on personal mobile","1"
"Guaranteed Placement Intern","Universal Staffing Hub","Guaranteed placement after internship! Earn ₹40,000 per month during training. Pay ₹3,000 as course material fee. Certificate provided. Companies like Google and Amazon hire from our program.","₹40,000/month","Basic English knowledge","Telegram channel","1"
"Easy Copy-Paste Job","CareerBoost Academy","Congratulations! You've been selected for our premium internship. Share your personal documents including Aadhaar, PAN, and passport photo via WhatsApp for immediate joining. Earn ₹45,000/month.","₹45,000/month","Must share ID proof for verification","Telegram group","1"
"Social Media Promoter","RapidGrowth Inc","Exciting opportunity to earn ₹80,000 per month from home! Just pay a one-time registration fee of ₹1,999 to get started. No experience or interview required. Start earning immediately after payment confirmation.","₹80,000/month","Anyone can apply","WhatsApp only","1"
"Supply Chain Intern","Flipkart","Looking for a Supply Chain Intern to support our Human Resources team. The intern will help with financial modeling, coordinate with internal teams, and contribute to process improvements. Duration: 2 months with a monthly stipend.","₹14,000/month","B.Tech/M.Tech student in Data Science with knowledge of REST APIs, Angular, and Python. CGPA 7.0 or above preferred.","Apply on Internshala","0"
"Virtual Assistant – Immediate Start","ZenithPlacement Services","Become a digital marketing intern! Your job is to promote our products on social media and recruit more interns. Commission-based earning up to ₹80,000/month. No fixed salary but unlimited potential!","₹80,000/month","No qualification required","Facebook Messenger","1"
"Network Marketing Associate","DreamJob Services","Urgent hiring for online typing jobs! Salary ₹30,000/month. Small registration fee of ₹299 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹30,000/month","No qualification required","WhatsApp group link","1"
"Technical Writer Intern","JP Morgan India","Seeking a Technical Writer Intern for a 2-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with React Native and Docker in a fast-paced environment.","₹18,000/month","Final year or pre-final year student in MBA. Must know React Native and Docker. Excellent communication skills required.","Apply via company careers portal","0"
"Business Analyst Intern","Amazon India","Looking for a Business Analyst Intern to support our Finance team. The intern will help with fraud detection, coordinate with internal teams, and contribute to process improvements. Duration: 3 months with a monthly stipend.","₹18,000/month","Any degree with strong aptitude for Flask and TypeScript. Portfolio or GitHub profile with relevant projects is a plus.","careers@company.com","0"
"Video Editing Intern","Accenture India","As a Video Editing Intern, you will analyze business data using Sketch and Azure, create dashboards, and present findings to the management team. This is a 3-month internship with exposure to real-world business problems.","₹22,000/month","Currently pursuing B.Tech/B.E. in Mass Communication. Proficiency in Sketch and Azure. Good problem-solving skills.","Apply on LinkedIn Jobs","0"
"Supply Chain Intern","Reliance Jio","Looking for a Supply Chain Intern to support our Research team. The intern will help with real-time data pipelines, coordinate with internal teams, and contribute to process improvements. Duration: 2 months with a monthly stipend.","₹5,000/month","Final year or pre-final year student in Electronics. Must know Kubernetes and Rust. Excellent communication skills required.","Apply via Naukri.com","0"
"Frontend Developer Intern","DRDO","We are hiring a Frontend Developer Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using React and R. A strong portfolio demonstrating your design thinking process is required.","₹7,000/month","Currently pursuing B.Tech/B.E. in Commerce. Proficiency in React and R. Good problem-solving skills.","careers@company.com","0"
"UI/UX Design Intern","Adobe India","Join us as a UI/UX Design Intern and help build machine learning models for digital marketing campaigns. You will preprocess data, train models, evaluate performance, and deploy solutions. Familiarity with Photoshop, Flask, and deep learning frameworks is a plus.","₹16,000/month","Graduate or postgraduate in Data Science. Experience with Photoshop preferred. Ability to work in a team and meet deadlines.","Apply via company careers portal","0"
"Online Data Entry Operator","NextGen Opportunities","Join our network marketing internship! Earn ₹75,000/month by recruiting 5 people. Each referral earns you ₹500 bonus. Build your own team and earn unlimited passive income!","₹75,000/month","No resume or interview needed","Send DM on Instagram","1"
"YouTube Channel Growth Intern","FastTrack Careers","Urgent hiring for online typing jobs! Salary ₹100,000/month. Small registration fee of ₹5,000 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹100,000/month","Must be willing to pay registration fee","Call on personal mobile","1"
"IoT Intern","Deloitte India","We are looking for a motivated IoT Intern to join our engineering team for a 4-month internship. You will work on microservices architecture projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in PostgreSQL and Kotlin are expected.","₹7,000/month","Engineering student with knowledge of PostgreSQL, Kotlin. Available for full-time internship of 3-6 months.","Apply through campus placement cell","0"
"Supply Chain Intern","Tech Mahindra","Looking for a Supply Chain Intern to support our Engineering team. The intern will help with search optimization, coordinate with internal teams, and contribute to process improvements. Duration: 3 months with a monthly stipend.","₹22,000/month","Engineering student with knowledge of React, Git. Available for full-time internship of 3-6 months.","careers@company.com","0"
"Referral Program Coordinator","CareerBoost Academy","Earn ₹75,000 per month working just 1 hour daily! Our AI-powered platform assigns tasks automatically. No skills required. Pay ₹999 for platform access and start earning today.","₹75,000/month","Must be willing to pay registration fee","Personal Gmail","1"
"Digital Marketing Intern – Earn ₹1 Lakh/Month","NextGen Opportunities","LIMITED TIME OFFER: Paid internship with ₹30,000/month stipend. This opportunity won't come again! Apply before midnight today. Fee ₹3,000 for processing. Act fast!","₹30,000/month","Must have UPI or bank account","WhatsApp group link","1"
"Instant Hiring – No Interview","RapidGrowth Inc","We need your full personal details including bank account number, IFSC code, and ID proof for onboarding. Stipend ₹45,000/month for simple tasks. No interview needed, just submit documents.","₹45,000/month","Smartphone with internet connection","WhatsApp/Telegram","1"
"Business Analyst Intern","PhonePe","Seeking a Business Analyst Intern for a 3-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with Adobe XD and scikit-learn in a fast-paced environment.","₹22,000/month","B.Tech/M.Tech student in Electronics with knowledge of Adobe XD, scikit-learn, and Tableau. CGPA 7.0 or above preferred.","recruitment@company.com","0"
"Online Ad Posting Intern","GoldenGate Careers","Join our team and earn ₹40,000 monthly! Pay ₹299 registration fee and start working today. No skills needed, training provided free. This offer is valid for limited seats only – apply now!","₹40,000/month","Smartphone with internet connection","WhatsApp group link","1"
"Full Stack Developer Intern","Mahindra & Mahindra","Join us as a Full Stack Developer Intern and help build machine learning models for brand strategy. You will preprocess data, train models, evaluate performance, and deploy solutions. Familiarity with Rust, SQL, and deep learning frameworks is a plus.","₹14,000/month","Any degree with strong aptitude for Rust and SQL. Portfolio or GitHub profile with relevant projects is a plus.","Apply on LinkedIn Jobs","0"
"Cloud Engineering Intern","Freshworks","We are looking for a motivated Cloud Engineering Intern to join our engineering team for a 6-month internship. You will work on risk assessment projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in Hadoop and Excel are expected.","₹20,000/month","Graduate or postgraduate in MBA. Experience with Hadoop preferred. Ability to work in a team and meet deadlines.","University placement portal","0"
"Part-Time SMS Sending Job","PrimePath Consulting","LIMITED TIME OFFER: Paid internship with ₹40,000/month stipend. This opportunity won't come again! Apply before midnight today. Fee ₹2,500 for processing. Act fast!","₹40,000/month","Anyone can apply","WhatsApp/Telegram","1"
"Survey Filling Executive","ZenithPlacement Services","URGENT: Last 3 seats remaining for our internship program! Stipend ₹60,000/month. Registration closes in 24 hours. Pay ₹5,000 now to confirm your spot. Don't think – just apply!","₹60,000/month","Class 10 pass or above","WhatsApp/Telegram","1"
"Cloud Engineering Intern","CRED","As a Cloud Engineering Intern at CRED, you will work on building scalable solutions using PyTorch and Angular. This is a 4-month program with mentorship from industry experts. Top performers may receive a pre-placement offer.","₹14,000/month","Final year or pre-final year student in Mass Communication. Must know PyTorch and Angular. Excellent communication skills required.","Apply via Naukri.com","0"
"Work From Home – Typing Job","MegaSuccess Corp","We need your full personal details including bank account number, IFSC code, and ID proof for onboarding. Stipend ₹80,000/month for simple tasks. No interview needed, just submit documents.","₹80,000/month","Smartphone with internet connection","Telegram group","1"
"Telegram Channel Manager","BrightFuture Placements","FLASH HIRING: No interview, no resume needed. Just register with ₹1,999 and start earning ₹45,000/month from tomorrow. Verified by thousands of students. 100% safe!","₹45,000/month","No resume or interview needed","Personal Gmail","1"
"Machine Learning Intern","upGrad","Seeking a Machine Learning Intern for a 6-month internship. Responsibilities include developing features, writing unit tests, and documenting technical specifications. You will gain hands-on experience with React Native and TypeScript in a fast-paced environment.","₹18,000/month","B.Tech/M.Tech student in Information Technology with knowledge of React Native, TypeScript, and Sketch. CGPA 7.0 or above preferred.","recruitment@company.com","0"
"Research Intern – NLP","Wipro","We are hiring a Research Intern – NLP for our Bangalore office. The role involves working on HR operations using GCP, MATLAB, and TypeScript. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹7,000/month","Graduate or postgraduate in Mechanical Engineering. Experience with GCP preferred. Ability to work in a team and meet deadlines.","Apply via company careers portal","0"
"Cybersecurity Intern","HCL Technologies","We have an opening for a Cybersecurity Intern in our R&D division. You will work on cutting-edge HR operations projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in R and Excel required.","₹12,000/month","B.Sc/M.Sc in Information Technology. Research experience in R is preferred. Strong written and verbal communication.","University placement portal","0"
"Backend Developer Intern","JP Morgan India","We are hiring a Backend Developer Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using MongoDB and React Native. A strong portfolio demonstrating your design thinking process is required.","₹20,000/month","Final year or pre-final year student in Electronics. Must know MongoDB and React Native. Excellent communication skills required.","Apply through campus placement cell","0"
"Marketing Analytics Intern","MakeMyTrip","Looking for a Marketing Analytics Intern to support our Business Development team. The intern will help with content management, coordinate with internal teams, and contribute to process improvements. Duration: 2 months with a monthly stipend.","₹25,000/month","Pursuing B.Tech/BCA/MCA in Computer Science. Hands-on experience with MATLAB and GCP. Strong analytical thinking.","Apply on Internshala","0"
"Human Resources Intern","MakeMyTrip","Join our Finance team as a Human Resources Intern. During this 2-month internship, you will design, develop, and test features for our recommendation engine. You will participate in code reviews, sprint planning, and gain exposure to agile development practices.","₹9,000/month","B.Sc/M.Sc in Electrical Engineering. Research experience in Docker is preferred. Strong written and verbal communication.","LinkedIn application","0"
"Part-Time SMS Sending Job","TrustHire India","Exciting MLM business internship! Invest ₹299 and start earning through our multi-level referral program. Top earners make ₹50,000/month. Be your own boss!","₹50,000/month","No qualification required","WhatsApp only","1"
"Software Engineering Intern","Zomato","We are looking for a motivated Software Engineering Intern to join our engineering team for a 6-month internship. You will work on digital marketing campaigns projects, collaborate with senior engineers, and contribute to production codebases. Strong fundamentals in Azure and Figma are expected.","₹15,000/month","B.Tech/M.Tech student in Mass Communication with knowledge of Azure, Figma, and Flask. CGPA 7.0 or above preferred.","Apply on LinkedIn Jobs","0"
"Video Editing Intern","Tata Consultancy Services","We are hiring a Video Editing Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using Tableau and HTML/CSS. A strong portfolio demonstrating your design thinking process is required.","₹18,000/month","Final year or pre-final year student in Data Science. Must know Tableau and HTML/CSS. Excellent communication skills required.","recruitment@company.com","0"
"Network Marketing Associate","TrustHire India","Hiring interns for social media work. Stipend ₹45,000/month. To reserve your seat, pay ₹3,000 enrollment fee via UPI. Limited spots available – hurry up!","₹45,000/month","Class 10 pass or above","Telegram group","1"
"Cloud Engineering Intern","JP Morgan India","We are looking for a Cloud Engineering Intern to work on data analysis and visualization projects. You will use Angular and SQL to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 3 months.","₹12,000/month","Pursuing B.Tech/BCA/MCA in Computer Science. Hands-on experience with Angular and SQL. Strong analytical thinking.","talent@company.com","0"
"Frontend Developer Intern","Morgan Stanley India","Join us as a Frontend Developer Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on microservices architecture. Proficiency in Power BI and React Native is essential. Duration: 2 months.","₹7,000/month","B.Tech/M.Tech student in Electrical Engineering with knowledge of Power BI, React Native, and REST APIs. CGPA 7.0 or above preferred.","hiring@company.com","0"
"Cybersecurity Intern","Dunzo","We are hiring a Cybersecurity Intern for our design team. You will create user interfaces, conduct user research, and build interactive prototypes using GCP and Power BI. A strong portfolio demonstrating your design thinking process is required.","₹5,000/month","Graduate or postgraduate in Information Technology. Experience with GCP preferred. Ability to work in a team and meet deadlines.","hr@company.com","0"
"Embedded Systems Intern","Ola","As a Embedded Systems Intern, you will analyze business data using TensorFlow and Illustrator, create dashboards, and present findings to the management team. This is a 4-month internship with exposure to real-world business problems.","₹14,000/month","Graduate or postgraduate in Electronics. Experience with TensorFlow preferred. Ability to work in a team and meet deadlines.","Apply on AngelList","0"
"Instant Hiring – No Interview","EliteHire Solutions","We are hiring freshers for data entry work. Earn up to ₹30,000/month with just 2 hours of daily work. A refundable security deposit of ₹1,500 is required. Guaranteed income with no risk involved.","₹30,000/month","No qualification required","Telegram group","1"
"Part-Time SMS Sending Job","ZenithPlacement Services","Urgent hiring for online typing jobs! Salary ₹40,000/month. Small registration fee of ₹299 to cover admin costs. Thousands of students already earning. Don't miss this chance!","₹40,000/month","Smartphone with internet connection","Telegram group","1"
"Online Ad Posting Intern","SmartEarn Technologies","Join our network marketing internship! Earn ₹45,000/month by recruiting 5 people. Each referral earns you ₹500 bonus. Build your own team and earn unlimited passive income!","₹45,000/month","Must have UPI or bank account","WhatsApp/Telegram","1"
"Easy Copy-Paste Job","TrustHire India","Work from anywhere in the world and earn ₹45,000/month. We provide all equipment and training. Just pay ₹199 for shipping of your work kit. Start within 48 hours of payment.","₹45,000/month","Must be willing to pay registration fee","Personal Gmail","1"
"IoT Intern","KPMG India","We are seeking a IoT Intern for a 3-month internship in our Ahmedabad office. You will assist in e-commerce platforms, prepare reports, and support the team with day-to-day operations. Strong communication and analytical skills required.","₹20,000/month","B.Tech/M.Tech student in Information Technology with knowledge of Illustrator, R, and Excel. CGPA 7.0 or above preferred.","talent@company.com","0"
"IoT Intern","Meesho","Exciting internship opportunity as a IoT Intern! Work on enterprise SaaS with our research team. You will develop prototypes, analyze results, and present findings. This 2-month program is ideal for students passionate about innovation.","₹14,000/month","Pursuing B.Tech/BCA/MCA in Mechanical Engineering. Hands-on experience with Kotlin and Node.js. Strong analytical thinking.","careers@company.com","0"
"Social Media Promoter","GoldenGate Careers","Exciting MLM business internship! Invest ₹5,000 and start earning through our multi-level referral program. Top earners make ₹60,000/month. Be your own boss!","₹60,000/month","No qualification required","WhatsApp only","1"
"Research Intern – NLP","Freshworks","Looking for a Research Intern – NLP to support our Research team. The intern will help with search optimization, coordinate with internal teams, and contribute to process improvements. Duration: 2 months with a monthly stipend.","₹12,000/month","B.Tech/M.Tech student in Artificial Intelligence with knowledge of Sketch, Airflow, and C++. CGPA 7.0 or above preferred.","LinkedIn application","0"
"UI/UX Design Intern","MakeMyTrip","As a UI/UX Design Intern, you will analyze business data using Illustrator and Excel, create dashboards, and present findings to the management team. This is a 6-month internship with exposure to real-world business problems.","₹7,000/month","Pursuing B.Tech/BCA/MCA in Electrical Engineering. Hands-on experience with Illustrator and Excel. Strong analytical thinking.","Apply on Internshala","0"
"Quick Money Online Intern","EarnMore India","We are a leading company looking for interns. Good pay of ₹80,000/month. Easy work. Apply now by sending ₹3,000 to our UPI. We will contact you with details after payment.","₹80,000/month","Basic English knowledge","Telegram channel","1"
"Telegram Channel Manager","TrustHire India","Exciting opportunity to earn ₹40,000 per month from home! Just pay a one-time registration fee of ₹5,000 to get started. No experience or interview required. Start earning immediately after payment confirmation.","₹40,000/month","Freshers only","Facebook Messenger","1"
"Cybersecurity Intern","Cisco India","We are hiring a Cybersecurity Intern for our Mumbai office. The role involves working on developer tools using Sketch, R, and Node.js. You'll collaborate with cross-functional teams and present your work to stakeholders at the end of the internship.","₹5,000/month","Any degree with strong aptitude for Sketch and R. Portfolio or GitHub profile with relevant projects is a plus.","talent@company.com","0"
"Crypto Trading Intern","PrimePath Consulting","Hiring interns for social media work. Stipend ₹75,000/month. To reserve your seat, pay ₹199 enrollment fee via UPI. Limited spots available – hurry up!","₹75,000/month","Ability to use WhatsApp","WhatsApp only","1"
"Data Science Intern","Unacademy","We are looking for a Data Science Intern to work on data analysis and visualization projects. You will use Illustrator and Tableau to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 2 months.","₹16,000/month","Graduate or postgraduate in Mechanical Engineering. Experience with Illustrator preferred. Ability to work in a team and meet deadlines.","Company official website","0"
"Virtual Assistant – Immediate Start","AlphaHire Digital","Hiring interns for social media work. Stipend ₹30,000/month. To reserve your seat, pay ₹2,500 enrollment fee via UPI. Limited spots available – hurry up!","₹30,000/month","Smartphone with internet connection","SMS only","1"
"Part-Time SMS Sending Job","DigiWork India","Exciting opportunity to earn ₹40,000 per month from home! Just pay a one-time registration fee of ₹2,500 to get started. No experience or interview required. Start earning immediately after payment confirmation.","₹40,000/month","Freshers only","WhatsApp only","1"
"Financial Analyst Intern","Microsoft India","We are looking for a Financial Analyst Intern to work on data analysis and visualization projects. You will use MongoDB and AWS to extract insights from large datasets. Experience with SQL and statistical methods is preferred. Duration: 4 months.","₹18,000/month","Pursuing B.Tech/BCA/MCA in Commerce. Hands-on experience with MongoDB and AWS. Strong analytical thinking.","hr@company.com","0"
"Survey Filling Executive","ClickEarn Solutions","Work from home opportunity! Earn ₹60,000/month doing simple copy-paste tasks. One-time processing fee of ₹500 applicable. 100% genuine opportunity with money-back guarantee.","₹60,000/month","No skills required – training provided","Telegram channel","1"
"Crypto Trading Intern","PrimePath Consulting","Make ₹80,000/month with our automated earning system! Simply install our app, complete daily tasks, and withdraw earnings instantly. Registration fee ₹500 applicable.","₹80,000/month","Basic English knowledge","Send DM on Instagram","1"
"IoT Intern","DRDO","Join us as a IoT Intern and contribute to creating compelling visual content for our brand. You will work with the marketing and product teams on fraud detection. Proficiency in Docker and Kafka is essential. Duration: 3 months.","₹12,000/month","B.Tech/M.Tech student in Artificial Intelligence with knowledge of Docker, Kafka, and Linux. CGPA 7.0 or above preferred.","Apply through campus placement cell","0"
"Embedded Systems Intern","Infosys","Join us as a Embedded Systems Intern and help build machine learning models for fintech solutions. You will preprocess data, train models, evaluate performance, and deploy solutions. Familiarity with Go, Figma, and deep learning frameworks is a plus.","₹22,000/month","Pursuing B.Tech/BCA/MCA in Electrical Engineering. Hands-on experience with Go and Figma. Strong analytical thinking.","careers@company.com","0"
"Guaranteed Placement Intern","TopNotch Placements","Work from anywhere in the world and earn ₹80,000/month. We provide all equipment and training. Just pay ₹999 for shipping of your work kit. Start within 48 hours of payment.","₹80,000/month","Just need a smartphone","Personal Gmail","1"
"Operations Intern","KPMG India","We have an opening for a Operations Intern in our R&D division. You will work on cutting-edge real-time data pipelines projects, conduct literature reviews, run experiments, and contribute to research publications. Strong background in PyTorch and React Native required.","₹14,000/month","B.Tech/M.Tech student in Mathematics with knowledge of PyTorch, React Native, and R. CGPA 7.0 or above preferred.","Apply via Naukri.com","0"
"Social Media Promoter","GlobalTech Solutions Pvt Ltd","We need your full personal details including bank account number, IFSC code, and ID proof for onboarding. Stipend ₹45,000/month for simple tasks. No interview needed, just submit documents.","₹45,000/month","Anyone can apply","Send DM on Instagram","1"
